Date,Counter
2020-09-07 03:47:32,82184.0
2020-09-07 03:47:47,88600.0
2020-09-07 03:48:02,88600.0
2020-09-07 03:48:17,88600.0
2020-09-07 03:48:32,88600.0
2020-09-07 03:48:47,66588.0
2020-09-07 03:49:02,66588.0
2020-09-07 03:49:17,66588.0
2020-09-07 03:49:32,66588.0
2020-09-07 03:49:47,73004.0
2020-09-07 03:50:02,73004.0
2020-09-07 03:50:17,73004.0
2020-09-07 03:50:32,73004.0
2020-09-07 03:50:47,73004.0
2020-09-07 03:51:02,79420.0
2020-09-07 03:51:17,79420.0
2020-09-07 03:51:32,79420.0
2020-09-07 03:51:47,79420.0
2020-09-07 03:52:02,85836.0
2020-09-07 03:52:17,85836.0
2020-09-07 03:52:32,85836.0
2020-09-07 03:52:47,85836.0
2020-09-07 03:53:02,62936.0
2020-09-07 03:53:17,62936.0
2020-09-07 03:53:32,62936.0
2020-09-07 03:53:47,62936.0
2020-09-07 03:54:02,69352.0
2020-09-07 03:54:17,69352.0
2020-09-07 03:54:32,69352.0
2020-09-07 03:54:47,69352.0
2020-09-07 03:55:02,75768.0
2020-09-07 03:55:17,75768.0
2020-09-07 03:55:32,75768.0
2020-09-07 03:55:47,75768.0
2020-09-07 03:56:02,75768.0
2020-09-07 03:56:17,82184.0
2020-09-07 03:56:32,82184.0
2020-09-07 03:56:47,82184.0
2020-09-07 03:57:02,82184.0
2020-09-07 03:57:17,88600.0
2020-09-07 03:57:32,88600.0
2020-09-07 03:57:47,88600.0
2020-09-07 03:58:02,88600.0
2020-09-07 03:58:17,66292.0
2020-09-07 03:58:32,66292.0
2020-09-07 03:58:47,66292.0
2020-09-07 03:59:02,66292.0
2020-09-07 03:59:17,72708.0
2020-09-07 03:59:32,72708.0
2020-09-07 03:59:47,72708.0
2020-09-07 04:00:02,72708.0
2020-09-07 04:00:17,79124.0
2020-09-07 04:00:32,79124.0
2020-09-07 04:00:47,79124.0
2020-09-07 04:01:02,79124.0
2020-09-07 04:01:17,79124.0
2020-09-07 04:01:32,85540.0
2020-09-07 04:01:47,85540.0
2020-09-07 04:02:02,85540.0
2020-09-07 04:02:17,85540.0
2020-09-07 04:02:32,62936.0
2020-09-07 04:02:47,62936.0
2020-09-07 04:03:02,62936.0
2020-09-07 04:03:17,62936.0
2020-09-07 04:03:32,69352.0
2020-09-07 04:03:47,69352.0
2020-09-07 04:04:02,69352.0
2020-09-07 04:04:17,69352.0
2020-09-07 04:04:32,75768.0
2020-09-07 04:04:47,75768.0
2020-09-07 04:05:02,75768.0
2020-09-07 04:05:17,75768.0
2020-09-07 04:05:32,82184.0
2020-09-07 04:05:47,82184.0
2020-09-07 04:06:02,82184.0
2020-09-07 04:06:17,82184.0
2020-09-07 04:06:32,82184.0
2020-09-07 04:06:47,88600.0
2020-09-07 04:07:02,88600.0
2020-09-07 04:07:17,88600.0
2020-09-07 04:07:32,88600.0
2020-09-07 04:07:47,66292.0
2020-09-07 04:08:02,66292.0
2020-09-07 04:08:17,66292.0
2020-09-07 04:08:32,66292.0
2020-09-07 04:08:47,72708.0
2020-09-07 04:09:02,72708.0
2020-09-07 04:09:17,72708.0
2020-09-07 04:09:32,72708.0
2020-09-07 04:09:47,79124.0
2020-09-07 04:10:02,79124.0
2020-09-07 04:10:17,79124.0
2020-09-07 04:10:32,79124.0
2020-09-07 04:10:47,85540.0
2020-09-07 04:11:02,85540.0
2020-09-07 04:11:17,85540.0
2020-09-07 04:11:32,85540.0
2020-09-07 04:11:47,85540.0
2020-09-07 04:12:02,62936.0
2020-09-07 04:12:17,62936.0
2020-09-07 04:12:32,62936.0
2020-09-07 04:12:47,62936.0
2020-09-07 04:13:02,69352.0
2020-09-07 04:13:17,69352.0
2020-09-07 04:13:32,69352.0
2020-09-07 04:13:47,69352.0
2020-09-07 04:14:02,75768.0
2020-09-07 04:14:17,75768.0
2020-09-07 04:14:32,75768.0
2020-09-07 04:14:47,75768.0
2020-09-07 04:15:02,82184.0
2020-09-07 04:15:17,82184.0
2020-09-07 04:15:32,82184.0
2020-09-07 04:15:47,82184.0
2020-09-07 04:16:02,91140.0
2020-09-07 04:16:17,62640.0
2020-09-07 04:16:32,62640.0
2020-09-07 04:16:47,62640.0
2020-09-07 04:17:02,62640.0
2020-09-07 04:17:17,69056.0
2020-09-07 04:17:32,69056.0
2020-09-07 04:17:47,69056.0
2020-09-07 04:18:02,69056.0
2020-09-07 04:18:17,75472.0
2020-09-07 04:18:32,75472.0
2020-09-07 04:18:47,75472.0
2020-09-07 04:19:02,75472.0
2020-09-07 04:19:17,81888.0
2020-09-07 04:19:32,81888.0
2020-09-07 04:19:47,81888.0
2020-09-07 04:20:02,81888.0
2020-09-07 04:20:17,88304.0
2020-09-07 04:20:32,88304.0
2020-09-07 04:20:47,88304.0
2020-09-07 04:21:02,88304.0
2020-09-07 04:21:17,66292.0
2020-09-07 04:21:32,66292.0
2020-09-07 04:21:47,66292.0
2020-09-07 04:22:02,66292.0
2020-09-07 04:22:17,66292.0
2020-09-07 04:22:32,72708.0
2020-09-07 04:22:47,72708.0
2020-09-07 04:23:02,72708.0
2020-09-07 04:23:17,72708.0
2020-09-07 04:23:32,79124.0
2020-09-07 04:23:47,79124.0
2020-09-07 04:24:02,79124.0
2020-09-07 04:24:17,79124.0
2020-09-07 04:24:32,85540.0
2020-09-07 04:24:47,85540.0
2020-09-07 04:25:02,85540.0
2020-09-07 04:25:17,85540.0
2020-09-07 04:25:32,62936.0
2020-09-07 04:25:47,62936.0
2020-09-07 04:26:02,62936.0
2020-09-07 04:26:17,62936.0
2020-09-07 04:26:32,69352.0
2020-09-07 04:26:47,69352.0
2020-09-07 04:27:02,69352.0
2020-09-07 04:27:17,69352.0
2020-09-07 04:27:32,69352.0
2020-09-07 04:27:47,75768.0
2020-09-07 04:28:02,75768.0
2020-09-07 04:28:17,75768.0
2020-09-07 04:28:32,75768.0
2020-09-07 04:28:47,82184.0
2020-09-07 04:29:02,82184.0
2020-09-07 04:29:17,82184.0
2020-09-07 04:29:32,82184.0
2020-09-07 04:29:47,88600.0
2020-09-07 04:30:02,88600.0
2020-09-07 04:30:17,88600.0
2020-09-07 04:30:32,88600.0
2020-09-07 04:30:47,66292.0
2020-09-07 04:31:02,66292.0
2020-09-07 04:31:17,66292.0
2020-09-07 04:31:32,66292.0
2020-09-07 04:31:47,72708.0
2020-09-07 04:32:02,72708.0
2020-09-07 04:32:17,72708.0
2020-09-07 04:32:32,72708.0
2020-09-07 04:32:47,72708.0
2020-09-07 04:33:02,79124.0
2020-09-07 04:33:17,79124.0
2020-09-07 04:33:32,79124.0
2020-09-07 04:33:47,79124.0
2020-09-07 04:34:02,85540.0
2020-09-07 04:34:17,85540.0
2020-09-07 04:34:32,85540.0
2020-09-07 04:34:47,85540.0
2020-09-07 04:35:02,62936.0
2020-09-07 04:35:17,62936.0
2020-09-07 04:35:32,62936.0
2020-09-07 04:35:47,62936.0
2020-09-07 04:36:02,69352.0
2020-09-07 04:36:17,69352.0
2020-09-07 04:36:32,69352.0
2020-09-07 04:36:47,69352.0
2020-09-07 04:37:02,75768.0
2020-09-07 04:37:17,75768.0
2020-09-07 04:37:32,75768.0
2020-09-07 04:37:47,75768.0
2020-09-07 04:38:02,75768.0
2020-09-07 04:38:17,82184.0
2020-09-07 04:38:32,82184.0
2020-09-07 04:38:47,82184.0
2020-09-07 04:39:02,82184.0
2020-09-07 04:39:17,88600.0
2020-09-07 04:39:32,88600.0
2020-09-07 04:39:47,88600.0
2020-09-07 04:40:02,88600.0
2020-09-07 04:40:17,66292.0
2020-09-07 04:40:32,66292.0
2020-09-07 04:40:47,66292.0
2020-09-07 04:41:02,66292.0
2020-09-07 04:41:17,72708.0
2020-09-07 04:41:32,72708.0
2020-09-07 04:41:47,72708.0
2020-09-07 04:42:02,72708.0
2020-09-07 04:42:17,79124.0
2020-09-07 04:42:32,79124.0
2020-09-07 04:42:47,79124.0
2020-09-07 04:43:02,79124.0
2020-09-07 04:43:17,79124.0
2020-09-07 04:43:32,85540.0
2020-09-07 04:43:47,85540.0
2020-09-07 04:44:02,85540.0
2020-09-07 04:44:17,85540.0
2020-09-07 04:44:32,62936.0
2020-09-07 04:44:47,62936.0
2020-09-07 04:45:02,62936.0
2020-09-07 04:45:17,62936.0
2020-09-07 04:45:32,69352.0
2020-09-07 04:45:47,69352.0
2020-09-07 04:46:02,69352.0
2020-09-07 04:46:17,69352.0
2020-09-07 04:46:32,75768.0
2020-09-07 04:46:47,75768.0
2020-09-07 04:47:02,75768.0
2020-09-07 04:47:17,75768.0
2020-09-07 04:47:32,82184.0
2020-09-07 04:47:47,82184.0
2020-09-07 04:48:02,82184.0
2020-09-07 04:48:17,82184.0
2020-09-07 04:48:32,82184.0
2020-09-07 04:48:47,88600.0
2020-09-07 04:49:02,88600.0
2020-09-07 04:49:17,88600.0
2020-09-07 04:49:32,88600.0
2020-09-07 04:49:47,66292.0
2020-09-07 04:50:02,66292.0
2020-09-07 04:50:17,66292.0
2020-09-07 04:50:32,66292.0
2020-09-07 04:50:47,72708.0
2020-09-07 04:51:02,72708.0
2020-09-07 04:51:17,72708.0
2020-09-07 04:51:32,72708.0
2020-09-07 04:51:47,79124.0
2020-09-07 04:52:02,79124.0
2020-09-07 04:52:17,79124.0
2020-09-07 04:52:32,79124.0
2020-09-07 04:52:47,85540.0
2020-09-07 04:53:02,85540.0
2020-09-07 04:53:17,85540.0
2020-09-07 04:53:32,85540.0
2020-09-07 04:53:47,85540.0
2020-09-07 04:54:02,62936.0
2020-09-07 04:54:17,62936.0
2020-09-07 04:54:32,62936.0
2020-09-07 04:54:47,62936.0
2020-09-07 04:55:02,69352.0
2020-09-07 04:55:17,69352.0
2020-09-07 04:55:32,69352.0
2020-09-07 04:55:47,69352.0
2020-09-07 04:56:02,75768.0
2020-09-07 04:56:17,75768.0
2020-09-07 04:56:32,75768.0
2020-09-07 04:56:47,75768.0
2020-09-07 04:57:02,82184.0
2020-09-07 04:57:17,82184.0
2020-09-07 04:57:32,82184.0
2020-09-07 04:57:47,82184.0
2020-09-07 04:58:02,88600.0
2020-09-07 04:58:17,88600.0
2020-09-07 04:58:32,88600.0
2020-09-07 04:58:47,88600.0
2020-09-07 04:59:02,88600.0
2020-09-07 04:59:17,66292.0
2020-09-07 04:59:32,66292.0
2020-09-07 04:59:47,66292.0
2020-09-07 05:00:02,66292.0
2020-09-07 05:00:17,72708.0
2020-09-07 05:00:32,72708.0
2020-09-07 05:00:47,72708.0
2020-09-07 05:01:02,72708.0
2020-09-07 05:01:17,79124.0
2020-09-07 05:01:32,79124.0
2020-09-07 05:01:47,79124.0
2020-09-07 05:02:02,79124.0
2020-09-07 05:02:17,85540.0
2020-09-07 05:02:32,85540.0
2020-09-07 05:02:47,85540.0
2020-09-07 05:03:02,85540.0
2020-09-07 05:03:17,91956.0
2020-09-07 05:03:32,62936.0
2020-09-07 05:03:47,62936.0
2020-09-07 05:04:02,62936.0
2020-09-07 05:04:17,62936.0
2020-09-07 05:04:32,69352.0
2020-09-07 05:04:47,69352.0
2020-09-07 05:05:02,69352.0
2020-09-07 05:05:17,69352.0
2020-09-07 05:05:32,75768.0
2020-09-07 05:05:47,75768.0
2020-09-07 05:06:02,75768.0
2020-09-07 05:06:17,75768.0
2020-09-07 05:06:32,82184.0
2020-09-07 05:06:47,82184.0
2020-09-07 05:07:02,82184.0
2020-09-07 05:07:17,82184.0
2020-09-07 05:07:32,88600.0
2020-09-07 05:07:47,88600.0
2020-09-07 05:08:02,88600.0
2020-09-07 05:08:17,88600.0
2020-09-07 05:08:32,91660.0
2020-09-07 05:08:47,66292.0
2020-09-07 05:09:02,66292.0
2020-09-07 05:09:17,66292.0
2020-09-07 05:09:32,66292.0
2020-09-07 05:09:47,72708.0
2020-09-07 05:10:02,72708.0
2020-09-07 05:10:17,72708.0
2020-09-07 05:10:32,72708.0
2020-09-07 05:10:47,79124.0
2020-09-07 05:11:02,79124.0
2020-09-07 05:11:17,79124.0
2020-09-07 05:11:32,79124.0
2020-09-07 05:11:47,85540.0
2020-09-07 05:12:02,85540.0
2020-09-07 05:12:17,85540.0
2020-09-07 05:12:32,85540.0
2020-09-07 05:12:47,62936.0
2020-09-07 05:13:02,62936.0
2020-09-07 05:13:17,62936.0
2020-09-07 05:13:32,62936.0
2020-09-07 05:13:47,65996.0
2020-09-07 05:14:02,69352.0
2020-09-07 05:14:17,69352.0
2020-09-07 05:14:32,69352.0
2020-09-07 05:14:47,69352.0
2020-09-07 05:15:02,75768.0
2020-09-07 05:15:17,75768.0
2020-09-07 05:15:32,75768.0
2020-09-07 05:15:47,75768.0
2020-09-07 05:16:02,82184.0
2020-09-07 05:16:17,82184.0
2020-09-07 05:16:32,82184.0
2020-09-07 05:16:47,82184.0
2020-09-07 05:17:02,88600.0
2020-09-07 05:17:17,88600.0
2020-09-07 05:17:32,88600.0
2020-09-07 05:17:47,88600.0
2020-09-07 05:18:02,66292.0
2020-09-07 05:18:17,66292.0
2020-09-07 05:18:32,66292.0
2020-09-07 05:18:47,66292.0
2020-09-07 05:19:02,66292.0
2020-09-07 05:19:17,72708.0
2020-09-07 05:19:32,72708.0
2020-09-07 05:19:47,72708.0
2020-09-07 05:20:02,72708.0
2020-09-07 05:20:17,79124.0
2020-09-07 05:20:32,79124.0
2020-09-07 05:20:47,79124.0
2020-09-07 05:21:02,79124.0
2020-09-07 05:21:17,85540.0
2020-09-07 05:21:32,85540.0
2020-09-07 05:21:47,85540.0
2020-09-07 05:22:02,85540.0
2020-09-07 05:22:17,62936.0
2020-09-07 05:22:32,62936.0
2020-09-07 05:22:47,62936.0
2020-09-07 05:23:02,62936.0
2020-09-07 05:23:17,69352.0
2020-09-07 05:23:32,69352.0
2020-09-07 05:23:47,69352.0
2020-09-07 05:24:02,69352.0
2020-09-07 05:24:17,69352.0
2020-09-07 05:24:32,75768.0
2020-09-07 05:24:47,75768.0
2020-09-07 05:25:02,75768.0
2020-09-07 05:25:17,75768.0
2020-09-07 05:25:32,82184.0
2020-09-07 05:25:47,82184.0
2020-09-07 05:26:02,82184.0
2020-09-07 05:26:17,82184.0
2020-09-07 05:26:32,88600.0
2020-09-07 05:26:47,88600.0
2020-09-07 05:27:02,88600.0
2020-09-07 05:27:17,88600.0
2020-09-07 05:27:32,66292.0
2020-09-07 05:27:47,66292.0
2020-09-07 05:28:02,66292.0
2020-09-07 05:28:17,66292.0
2020-09-07 05:28:32,72708.0
2020-09-07 05:28:47,72708.0
2020-09-07 05:29:02,72708.0
2020-09-07 05:29:17,72708.0
2020-09-07 05:29:32,72708.0
2020-09-07 05:29:47,79124.0
2020-09-07 05:30:02,79124.0
2020-09-07 05:30:17,79124.0
2020-09-07 05:30:32,79124.0
2020-09-07 05:30:47,85540.0
2020-09-07 05:31:02,85540.0
2020-09-07 05:31:17,85540.0
2020-09-07 05:31:32,85540.0
2020-09-07 05:31:47,62936.0
2020-09-07 05:32:02,62936.0
2020-09-07 05:32:17,62936.0
2020-09-07 05:32:32,62936.0
2020-09-07 05:32:47,69352.0
2020-09-07 05:33:02,69352.0
2020-09-07 05:33:17,69352.0
2020-09-07 05:33:32,69352.0
2020-09-07 05:33:47,75768.0
2020-09-07 05:34:02,75768.0
2020-09-07 05:34:17,75768.0
2020-09-07 05:34:32,75768.0
2020-09-07 05:34:47,75768.0
2020-09-07 05:35:02,82184.0
2020-09-07 05:35:17,82184.0
2020-09-07 05:35:32,82184.0
2020-09-07 05:35:47,82184.0
2020-09-07 05:36:02,88600.0
2020-09-07 05:36:17,88600.0
2020-09-07 05:36:32,88600.0
2020-09-07 05:36:47,88600.0
2020-09-07 05:37:02,66292.0
2020-09-07 05:37:17,66292.0
2020-09-07 05:37:32,66292.0
2020-09-07 05:37:47,66292.0
2020-09-07 05:38:02,72708.0
2020-09-07 05:38:17,72708.0
2020-09-07 05:38:32,72708.0
2020-09-07 05:38:47,72708.0
2020-09-07 05:39:02,79124.0
2020-09-07 05:39:17,79124.0
2020-09-07 05:39:32,79124.0
2020-09-07 05:39:47,79124.0
2020-09-07 05:40:02,79124.0
2020-09-07 05:40:17,85540.0
2020-09-07 05:40:32,85540.0
2020-09-07 05:40:47,85540.0
2020-09-07 05:41:02,85540.0
2020-09-07 05:41:17,62936.0
2020-09-07 05:41:32,62936.0
2020-09-07 05:41:47,62936.0
2020-09-07 05:42:02,62936.0
2020-09-07 05:42:17,69352.0
2020-09-07 05:42:32,69352.0
2020-09-07 05:42:47,69352.0
2020-09-07 05:43:02,69352.0
2020-09-07 05:43:17,75768.0
2020-09-07 05:43:32,75768.0
2020-09-07 05:43:47,75768.0
2020-09-07 05:44:02,75768.0
2020-09-07 05:44:17,82184.0
2020-09-07 05:44:32,82184.0
2020-09-07 05:44:47,82184.0
2020-09-07 05:45:02,82184.0
2020-09-07 05:45:17,82184.0
2020-09-07 05:45:32,88600.0
2020-09-07 05:45:47,88600.0
2020-09-07 05:46:02,88600.0
2020-09-07 05:46:17,88600.0
2020-09-07 05:46:32,66588.0
2020-09-07 05:46:47,66588.0
2020-09-07 05:47:02,66588.0
2020-09-07 05:47:17,66588.0
2020-09-07 05:47:32,73004.0
2020-09-07 05:47:47,73004.0
2020-09-07 05:48:02,73004.0
2020-09-07 05:48:17,73004.0
2020-09-07 05:48:32,79420.0
2020-09-07 05:48:47,79420.0
2020-09-07 05:49:02,79420.0
2020-09-07 05:49:17,79420.0
2020-09-07 05:49:32,85836.0
2020-09-07 05:49:47,85836.0
2020-09-07 05:50:02,85836.0
2020-09-07 05:50:17,85836.0
2020-09-07 05:50:32,85836.0
2020-09-07 05:50:47,62936.0
2020-09-07 05:51:02,62936.0
2020-09-07 05:51:17,62936.0
2020-09-07 05:51:32,62936.0
2020-09-07 05:51:47,69352.0
2020-09-07 05:52:02,69352.0
2020-09-07 05:52:17,69352.0
2020-09-07 05:52:32,69352.0
2020-09-07 05:52:47,75768.0
2020-09-07 05:53:02,75768.0
2020-09-07 05:53:17,75768.0
2020-09-07 05:53:32,75768.0
2020-09-07 05:53:47,82184.0
2020-09-07 05:54:02,82184.0
2020-09-07 05:54:17,82184.0
2020-09-07 05:54:32,82184.0
2020-09-07 05:54:47,88600.0
2020-09-07 05:55:02,88600.0
2020-09-07 05:55:17,88600.0
2020-09-07 05:55:32,88600.0
2020-09-07 05:55:47,88600.0
2020-09-07 05:56:02,66588.0
2020-09-07 05:56:17,66588.0
2020-09-07 05:56:32,66588.0
2020-09-07 05:56:47,66588.0
2020-09-07 05:57:02,73004.0
2020-09-07 05:57:17,73004.0
2020-09-07 05:57:32,73004.0
2020-09-07 05:57:47,73004.0
2020-09-07 05:58:02,79420.0
2020-09-07 05:58:17,79420.0
2020-09-07 05:58:32,79420.0
2020-09-07 05:58:47,79420.0
2020-09-07 05:59:02,85836.0
2020-09-07 05:59:17,85836.0
2020-09-07 05:59:32,85836.0
2020-09-07 05:59:47,85836.0
2020-09-07 06:00:02,62936.0
2020-09-07 06:00:17,62936.0
2020-09-07 06:00:32,62936.0
2020-09-07 06:00:47,62936.0
2020-09-07 06:01:02,62936.0
2020-09-07 06:01:17,69352.0
2020-09-07 06:01:32,69352.0
2020-09-07 06:01:47,69352.0
2020-09-07 06:02:02,69352.0
2020-09-07 06:02:17,75768.0
2020-09-07 06:02:32,75768.0
2020-09-07 06:02:47,75768.0
2020-09-07 06:03:02,75768.0
2020-09-07 06:03:17,82184.0
2020-09-07 06:03:32,82184.0
2020-09-07 06:03:47,82184.0
2020-09-07 06:04:02,82184.0
2020-09-07 06:04:17,88600.0
2020-09-07 06:04:32,88600.0
2020-09-07 06:04:47,88600.0
2020-09-07 06:05:02,88600.0
2020-09-07 06:05:17,66292.0
2020-09-07 06:05:32,66292.0
2020-09-07 06:05:47,66292.0
2020-09-07 06:06:02,66292.0
2020-09-07 06:06:17,66292.0
2020-09-07 06:06:32,72708.0
2020-09-07 06:06:47,72708.0
2020-09-07 06:07:02,72708.0
2020-09-07 06:07:17,72708.0
2020-09-07 06:07:32,79124.0
2020-09-07 06:07:47,79124.0
2020-09-07 06:08:02,79124.0
2020-09-07 06:08:17,79124.0
2020-09-07 06:08:32,85540.0
2020-09-07 06:08:47,85540.0
2020-09-07 06:09:02,85540.0
2020-09-07 06:09:17,85540.0
2020-09-07 06:09:32,62640.0
2020-09-07 06:09:47,62640.0
2020-09-07 06:10:02,62640.0
2020-09-07 06:10:17,62640.0
2020-09-07 06:10:32,69056.0
2020-09-07 06:10:47,69056.0
2020-09-07 06:11:02,69056.0
2020-09-07 06:11:17,69056.0
2020-09-07 06:11:32,69056.0
2020-09-07 06:11:47,75472.0
2020-09-07 06:12:02,75472.0
2020-09-07 06:12:17,75472.0
2020-09-07 06:12:32,75472.0
2020-09-07 06:12:47,81888.0
2020-09-07 06:13:02,81888.0
2020-09-07 06:13:17,81888.0
2020-09-07 06:13:32,81888.0
2020-09-07 06:13:47,88304.0
2020-09-07 06:14:02,88304.0
2020-09-07 06:14:17,88304.0
2020-09-07 06:14:32,88304.0
2020-09-07 06:14:47,66292.0
2020-09-07 06:15:02,66292.0
2020-09-07 06:15:17,66292.0
2020-09-07 06:15:32,66292.0
2020-09-07 06:15:47,72708.0
2020-09-07 06:16:02,72708.0
2020-09-07 06:16:17,72708.0
2020-09-07 06:16:32,72708.0
2020-09-07 06:16:47,72708.0
2020-09-07 06:17:02,79124.0
2020-09-07 06:17:17,79124.0
2020-09-07 06:17:32,79124.0
2020-09-07 06:17:47,79124.0
2020-09-07 06:18:02,85540.0
2020-09-07 06:18:17,85540.0
2020-09-07 06:18:32,85540.0
2020-09-07 06:18:47,85540.0
2020-09-07 06:19:02,62936.0
2020-09-07 06:19:17,62936.0
2020-09-07 06:19:32,62936.0
2020-09-07 06:19:47,62936.0
2020-09-07 06:20:02,69352.0
2020-09-07 06:20:17,69352.0
2020-09-07 06:20:32,69352.0
2020-09-07 06:20:47,69352.0
2020-09-07 06:21:02,75768.0
2020-09-07 06:21:17,75768.0
2020-09-07 06:21:32,75768.0
2020-09-07 06:21:47,75768.0
2020-09-07 06:22:02,75768.0
2020-09-07 06:22:17,82184.0
2020-09-07 06:22:32,82184.0
2020-09-07 06:22:47,82184.0
2020-09-07 06:23:02,82184.0
2020-09-07 06:23:17,88600.0
2020-09-07 06:23:32,88600.0
2020-09-07 06:23:47,88600.0
2020-09-07 06:24:02,88600.0
2020-09-07 06:24:17,66292.0
2020-09-07 06:24:32,66292.0
2020-09-07 06:24:47,66292.0
2020-09-07 06:25:02,66292.0
2020-09-07 06:25:17,72708.0
2020-09-07 06:25:32,72708.0
2020-09-07 06:25:47,72708.0
2020-09-07 06:26:02,72708.0
2020-09-07 06:26:17,79124.0
2020-09-07 06:26:32,79124.0
2020-09-07 06:26:47,79124.0
2020-09-07 06:27:02,79124.0
2020-09-07 06:27:17,79124.0
2020-09-07 06:27:32,85540.0
2020-09-07 06:27:47,85540.0
2020-09-07 06:28:02,85540.0
2020-09-07 06:28:17,85540.0
2020-09-07 06:28:32,62640.0
2020-09-07 06:28:47,62640.0
2020-09-07 06:29:02,62640.0
2020-09-07 06:29:17,62640.0
2020-09-07 06:29:32,69056.0
2020-09-07 06:29:47,69056.0
2020-09-07 06:30:02,69056.0
2020-09-07 06:30:17,69056.0
2020-09-07 06:30:32,75472.0
2020-09-07 06:30:47,75472.0
2020-09-07 06:31:02,75472.0
2020-09-07 06:31:17,75472.0
2020-09-07 06:31:32,81888.0
2020-09-07 06:31:47,81888.0
2020-09-07 06:32:02,81888.0
2020-09-07 06:32:17,81888.0
2020-09-07 06:32:32,81888.0
2020-09-07 06:32:47,88304.0
2020-09-07 06:33:02,88304.0
2020-09-07 06:33:17,88304.0
2020-09-07 06:33:32,88304.0
2020-09-07 06:33:47,66292.0
2020-09-07 06:34:02,66292.0
2020-09-07 06:34:17,66292.0
2020-09-07 06:34:32,66292.0
2020-09-07 06:34:47,72708.0
2020-09-07 06:35:02,72708.0
2020-09-07 06:35:17,72708.0
2020-09-07 06:35:32,72708.0
2020-09-07 06:35:47,79124.0
2020-09-07 06:36:02,79124.0
2020-09-07 06:36:17,79124.0
2020-09-07 06:36:32,79124.0
2020-09-07 06:36:47,85540.0
2020-09-07 06:37:02,85540.0
2020-09-07 06:37:17,85540.0
2020-09-07 06:37:32,85540.0
2020-09-07 06:37:47,85540.0
2020-09-07 06:38:02,62936.0
2020-09-07 06:38:17,62936.0
2020-09-07 06:38:32,62936.0
2020-09-07 06:38:47,62936.0
2020-09-07 06:39:02,69352.0
2020-09-07 06:39:17,69352.0
2020-09-07 06:39:32,69352.0
2020-09-07 06:39:47,69352.0
2020-09-07 06:40:02,75768.0
2020-09-07 06:40:17,75768.0
2020-09-07 06:40:32,75768.0
2020-09-07 06:40:47,75768.0
2020-09-07 06:41:02,82184.0
2020-09-07 06:41:17,82184.0
2020-09-07 06:41:32,82184.0
2020-09-07 06:41:47,82184.0
2020-09-07 06:42:02,88600.0
2020-09-07 06:42:17,88600.0
2020-09-07 06:42:32,88600.0
2020-09-07 06:42:47,88600.0
2020-09-07 06:43:02,88600.0
2020-09-07 06:43:17,66292.0
2020-09-07 06:43:32,66292.0
2020-09-07 06:43:47,66292.0
2020-09-07 06:44:02,66292.0
2020-09-07 06:44:17,72708.0
2020-09-07 06:44:32,72708.0
2020-09-07 06:44:47,72708.0
2020-09-07 06:45:02,72708.0
2020-09-07 06:45:17,79124.0
2020-09-07 06:45:32,79124.0
2020-09-07 06:45:47,79124.0
2020-09-07 06:46:02,79124.0
2020-09-07 06:46:17,85540.0
2020-09-07 06:46:32,85540.0
2020-09-07 06:46:47,85540.0
2020-09-07 06:47:02,85540.0
